Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Martensite Start Temperature - MS - (°C),composition,Hf (at.%)
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016,49,36,204,Ni49.0Ti36.0Hf15.0 %,15
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016,49,36,202,Ni49.0Ti36.0Hf15.0 %,15
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016,49,36,201,Ni49.0Ti36.0Hf15.0 %,15
K. M. Kim; J. K. Hong; C. H. Park and J.-T. Yeom,Journal of Nanoscience and Nanotechnology,Comparative Study of the Thermocyclic Behavior of Ti–Ni–Hf and Ti–Ni–Hf–Ta Shape Memory Alloys,2016,49,36,200,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000,49,36,187,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000,49,36,122,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000,49,36,120,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000,49,36,128,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000,49,36,128,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000,49,36,151,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Scripta Materialia,Effect of aging on the phase transformation and mechanical behavior of Ti36Ni49Hf15 high temperature shape memory alloy,2000,49,36,124,Ni49.0Ti36.0Hf15.0 %,15
P. E. Thoma and J. J. Boehm,Materials Science and Engineering: A,Effect of composition on the amount of second phase and transformation temperatures of NixTi90−xHf10 shape memory alloys,1999,49,41,129,Ni49.0Ti41.0Hf10.0 %,10
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002,49,36,163,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002,49,36,164,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002,49,36,166,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002,49,36,168,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002,49,36,173,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. X. Tong; K. T. Lau; W. Cai; L. M. Zhou and L. C. Zhao,Materials Letters,Effect of Cu addition on phase transformation of Ti–Ni–Hf high-temperature shape memory alloys,2002,49,36,180,Ni49.0Ti36.0Hf15.0 %,15
J. H. Kim; K. M. Kim; J. T. Yeom and S. Young,Metals and Materials International,Effect of yttrium on martensite-austenite phase transformation temperatures and high temperature oxidation kinetics of Ti-Ni-Hf high-temperature shape memory alloys,2016,49,41,150,Ni49.0Ti41.0Hf10.0 %,10
M. Moshref-Javadi; M. Belbasi; S. H. Seyedein and M. T. Salehi,Journal of Materials Science and Technology,Fabrication of (Ti;Hf)-rich NiTiHf Alloy Using Graphitic Mold and Crucible,2014,49,36,170,Ni49.0Ti36.0Hf15.0 %,15
M. Moshref-Javadi; M. Belbasi; S. Seyedein and M. Salehi,,Heat Treatment of a (Ti; Hf)-Rich NiTiHf High Temperature Shape Memory Alloy,2011,49,36,168,Ni49.0Ti36.0Hf15.0 %,15
M. Moshref-Javadi; M. Belbasi; S. Seyedein and M. Salehi,,Heat Treatment of a (Ti; Hf)-Rich NiTiHf High Temperature Shape Memory Alloy,2011,49,36,143,Ni49.0Ti36.0Hf15.0 %,15
S. M. Tuominen,Shape Memory and Superelastic Technologies,High Transformation Temperature Ni-Ti-Hf Alloys,1994,49,41,133,Ni49.0Ti41.0Hf10.0 %,10
S. M. Tuominen,Shape Memory and Superelastic Technologies,High Transformation Temperature Ni-Ti-Hf Alloys,1994,49,41,137,Ni49.0Ti41.0Hf10.0 %,10
S. M. Tuominen,Shape Memory and Superelastic Technologies,High Transformation Temperature Ni-Ti-Hf Alloys,1994,49,41,148,Ni49.0Ti41.0Hf10.0 %,10
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,50,69,Ni49.0Ti50.0Hf1.0 %,1
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,49.5,60,Ni49.0Ti49.5Hf1.5 %,1.5
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,48,76,Ni49.0Ti48.0Hf3.0 %,3
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,46,80,Ni49.0Ti46.0Hf5.0 %,5
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,43,86,Ni49.0Ti43.0Hf8.0 %,8
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,41,120,Ni49.0Ti41.0Hf10.0 %,10
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,41,120,Ni49.0Ti41.0Hf10.0 %,10
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,40,129,Ni49.0Ti40.0Hf11.0 %,11
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,36,203,Ni49.0Ti36.0Hf15.0 %,15
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,31,307,Ni49.0Ti31.0Hf20.0 %,20
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,26,395,Ni49.0Ti26.0Hf25.0 %,25
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,49,21,525,Ni49.0Ti21.0Hf30.0 %,30
Y. F. Zheng; W. Cai; J. X. Zhang; Y. Q. Wang; L. C. Zhao and H. Q. Ye,Materials Letters,High-resolution electron microscopy study on the substructure of Ti–Ni–Hf B19′ Martensite,1998,49,36,184,Ni49.0Ti36.0Hf15.0 %,15
G. S. Firstov; J. Van Humbeeck and Y. N. Koval,Materials Science and Engineering: A,High-temperature shape memory alloys,2004,49,36.3,181,Ni49.0Ti36.3Hf14.7 %,14.7
X. Yi; K. Sun; W. Gao; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation and mechanical properties of Ti-Ni-Hf high temperature shape memory alloy with network structure second particles,2018,49,36,183,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; K. Sun; W. Gao; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation and mechanical properties of Ti-Ni-Hf high temperature shape memory alloy with network structure second particles,2018,49,36,192,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; K. Sun; W. Gao; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation and mechanical properties of Ti-Ni-Hf high temperature shape memory alloy with network structure second particles,2018,49,36,140,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; W. Gao; X. Meng; Z. Gao; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation behaviors and mechanical properties of (Ti 36 Ni 49 Hf 15) 100-x Y x high temperature shape memory alloys,2017,49,36,209,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; W. Gao; X. Meng; Z. Gao; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation behaviors and mechanical properties of (Ti 36 Ni 49 Hf 15) 100-x Y x high temperature shape memory alloys,2017,49,36,188,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; W. Gao; X. Meng; Z. Gao; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation behaviors and mechanical properties of (Ti 36 Ni 49 Hf 15) 100-x Y x high temperature shape memory alloys,2017,49,36,189,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; W. Gao; X. Meng; Z. Gao; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation behaviors and mechanical properties of (Ti 36 Ni 49 Hf 15) 100-x Y x high temperature shape memory alloys,2017,49,36,189,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; W. Gao; X. Meng; Z. Gao; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation behaviors and mechanical properties of (Ti 36 Ni 49 Hf 15) 100-x Y x high temperature shape memory alloys,2017,49,36,205,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; W. Gao; X. Meng; Z. Gao; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation behaviors and mechanical properties of (Ti 36 Ni 49 Hf 15) 100-x Y x high temperature shape memory alloys,2017,49,36,190,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; W. Gao; X. Meng; Z. Gao; W. Cai and L. Zhao,Journal of Alloys and Compounds,Martensitic transformation behaviors and mechanical properties of (Ti 36 Ni 49 Hf 15) 100-x Y x high temperature shape memory alloys,2017,49,36,194,Ni49.0Ti36.0Hf15.0 %,15
Y. Wang; W. Cai; W. Zhu and L. C. Zhao,Shape Memory and Superelastic Technologies,Microstructure and Mechnical Behavior of a Ni-Ti-Hf High Temperature Shape Memory Alloy,1997,49,36,184,Ni49.0Ti36.0Hf15.0 %,15
R. V. S. Prasad; C. H. Park; S.-W. Kim; J. K. Hong and J.-T. Yeom,Journal of Alloys and Compounds,Microstructure and phase transformation behavior of a new high temperature NiTiHf-Ta shape memory alloy with excellent formability,2017,49,36,203,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; K. Sun; W. Gao; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Microstructure design of the excellent shape recovery properties in (Ti; Hf) 2Ni/Ti-Ni-Hf high temperature shape memory alloy composite,2017,49,36,122,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; K. Sun; W. Gao; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Microstructure design of the excellent shape recovery properties in (Ti; Hf) 2Ni/Ti-Ni-Hf high temperature shape memory alloy composite,2017,49,36,186,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Multi-stage martensitic transformation behaviors and microstructural characteristics of Ti-Ni-Hf high temperature shape memory alloy powders,2019,49,36,192,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Multi-stage martensitic transformation behaviors and microstructural characteristics of Ti-Ni-Hf high temperature shape memory alloy powders,2019,49,36,192,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Multi-stage martensitic transformation behaviors and microstructural characteristics of Ti-Ni-Hf high temperature shape memory alloy powders,2019,49,36,190,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Multi-stage martensitic transformation behaviors and microstructural characteristics of Ti-Ni-Hf high temperature shape memory alloy powders,2019,49,36,195,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Multi-stage martensitic transformation behaviors and microstructural characteristics of Ti-Ni-Hf high temperature shape memory alloy powders,2019,49,36,198,Ni49.0Ti36.0Hf15.0 %,15
X. Yi; X. Meng; W. Cai and L. Zhao,Journal of Alloys and Compounds,Multi-stage martensitic transformation behaviors and microstructural characteristics of Ti-Ni-Hf high temperature shape memory alloy powders,2019,49,36,197,Ni49.0Ti36.0Hf15.0 %,15
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,49,41,118,Ni49.0Ti41.0Hf10.0 %,10
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,49,41,126,Ni49.0Ti41.0Hf10.0 %,10
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,49,41,110,Ni49.0Ti41.0Hf10.0 %,10
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,49,41,111,Ni49.0Ti41.0Hf10.0 %,10
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,49,41,109,Ni49.0Ti41.0Hf10.0 %,10
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,49,41,110,Ni49.0Ti41.0Hf10.0 %,10
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,49,41,108,Ni49.0Ti41.0Hf10.0 %,10
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,49,41,123,Ni49.0Ti41.0Hf10.0 %,10
N. N. Popov; D. V. Presnyakov; E. N. Grishin; T. I. Sysoeva; T. A. Morozova and A. A. Kostyleva,Russian Metallurgy (Metally),Properties of a 49Ni–36Ti–15Hf High-Temperature Shape Memory Alloy in the As-Cast State,2019,49,36,210,Ni49.0Ti36.0Hf15.0 %,15
N. N. Popov; D. V. Presnyakov; E. N. Grishin; T. I. Sysoeva; T. A. Morozova and A. A. Kostyleva,Russian Metallurgy (Metally),Properties of a 49Ni–36Ti–15Hf High-Temperature Shape Memory Alloy in the As-Cast State,2019,49,36,211,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; Y. F. Zheng; Z. Wang and L. C. Zhao,Materials Letters,Shape memory properties of the Ti36Ni49Hf15 high temperature shape memory alloy,2000,49,36,179,Ni49.0Ti36.0Hf15.0 %,15
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018,49,31,162,Ni49.0Ti31.0Hf20.0 %,20
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018,49,31,167,Ni49.0Ti31.0Hf20.0 %,20
D.-J. Kim; Y.-W. Kim and T.-H. Nam,Journal of nanoscience and nanotechnology,Solidification Rate Dependence of Microstructures and Transformation Behavior of Ti–Ni–Hf Alloys,2018,49,31,308,Ni49.0Ti31.0Hf20.0 %,20
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,50.5,69,Ni49.0Ti50.5Hf0.5 %,0.5
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,50,72,Ni49.0Ti50.0Hf1.0 %,1
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,48,79,Ni49.0Ti48.0Hf3.0 %,3
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,46,82,Ni49.0Ti46.0Hf5.0 %,5
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,43,87,Ni49.0Ti43.0Hf8.0 %,8
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,41,123,Ni49.0Ti41.0Hf10.0 %,10
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,41,108,Ni49.0Ti41.0Hf10.0 %,10
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,41,22,Ni49.0Ti41.0Hf10.0 %,10
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,41,68,Ni49.0Ti41.0Hf10.0 %,10
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,41,99,Ni49.0Ti41.0Hf10.0 %,10
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,41,107,Ni49.0Ti41.0Hf10.0 %,10
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,41,111,Ni49.0Ti41.0Hf10.0 %,10
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,40,130,Ni49.0Ti40.0Hf11.0 %,11
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,36,212,Ni49.0Ti36.0Hf15.0 %,15
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,31,311,Ni49.0Ti31.0Hf20.0 %,20
D. Angst; P. Thoma and M. Kao,Journal de Physique IV,The Effect of Hafnium Content on the Transformation Temperatures of Ni49Ti51-xHfx. Shape Memory Alloys,1995,49,21,528,Ni49.0Ti21.0Hf30.0 %,30
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003,49,36,196,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003,49,36,195,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003,49,36,194,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003,49,36,193,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003,49,36,192,Ni49.0Ti36.0Hf15.0 %,15
X. L. Meng; W. Cai; Y. F. Zheng; Y. B. Rao and L. C. Zhao,Materials Letters,Two-way shape memory effect induced by martensite deformation and stabilization of martensite in Ti36Ni49Hf15 high temperature shape memory alloy,2003,49,36,191,Ni49.0Ti36.0Hf15.0 %,15
