Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Martensite Start Temperature - MS - (°C),composition,Hf (at.%)
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019,50,40,64,Ni50.0Ti40.0Hf10.0 %,10
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019,50,40,89,Ni50.0Ti40.0Hf10.0 %,10
N. A. Ley and M. L. Young,,Effects of Thermo-Mechanical Processing on Precipitate Evolution in Equiatomic and Ni-lean NiTiHf High Temperature Shape Memory Alloys,2019,50,40,88,Ni50.0Ti40.0Hf10.0 %,10
N. Kuranova; A. Pushin; A. Uksusnikov; E. Belosludtseva; N. Kourov; T. Kuntsevich and V. Pushin,Technical Physics,Fine structure and mechanical properties of the shape-memory Ni50Ti32Hf18 alloy rapidly quenched by spinning,2017,50,32,134,Ni50.0Ti32.0Hf18.0 %,18
H. D. Gu; K. M. Leung and C. Y. Chung,Journal of Vacuum Science & Technology A ,Growth of high-temperature NiTi1−xHfxNiTi1−xHfx shape memory alloy thin films by laser ablation of composite targets,1998,50,36.6,41,Ni50.0Ti36.6Hf13.4 %,13.4
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,50,40,104,Ni50.0Ti40.0Hf10.0 %,10
D. N. Abujudom; M. Y. Kao; P. E. Thoma and D. R. Angst,US5114504,High transformation temperature shape memory alloy,1992,50,25,405,Ni50.0Ti25.0Hf25.0 %,25
M. A. Azeem and D. Dye,Intermetallics,In situ evaluation of the transformation behaviour of NiTi-based high temperature shape memory alloys,2014,50,35,212,Ni50.0Ti35.0Hf15.0 %,15
M. A. Azeem and D. Dye,Intermetallics,In situ evaluation of the transformation behaviour of NiTi-based high temperature shape memory alloys,2014,50,35,178,Ni50.0Ti35.0Hf15.0 %,15
M. A. Azeem and D. Dye,Intermetallics,In situ evaluation of the transformation behaviour of NiTi-based high temperature shape memory alloys,2014,50,35,179,Ni50.0Ti35.0Hf15.0 %,15
M. A. Azeem and D. Dye,Intermetallics,In situ evaluation of the transformation behaviour of NiTi-based high temperature shape memory alloys,2014,50,35,186,Ni50.0Ti35.0Hf15.0 %,15
M. A. Azeem and D. Dye,Intermetallics,In situ evaluation of the transformation behaviour of NiTi-based high temperature shape memory alloys,2014,50,35,189,Ni50.0Ti35.0Hf15.0 %,15
M. A. Azeem and D. Dye,Intermetallics,In situ evaluation of the transformation behaviour of NiTi-based high temperature shape memory alloys,2014,50,35,185,Ni50.0Ti35.0Hf15.0 %,15
S. H. Hong; J. T. Kim; H. J. Park; Y. S. Kim; J. Y. Suh; Y. S. Na; K. R. Lim; C. H. Shim; J. M. Park and K. B. Kim,Journal of Alloys and Compounds,Influence of Zr content on phase formation; transition and mechanical behavior of Ni-Ti-Hf-Zr high temperature shape memory alloys,2017,50,38,115,Ni50.0Ti38.0Hf12.0 %,12
P. Olier; J. C. Brachet; J. L. Bechade; C. Foucher and G. Guenin,Journal de Physique IV,Investigation of Transformation Temperatures Microstructure and Shape Memory Properties of NiTi; NiTiZr and NiTiHf Alloys,1995,50,40,74,Ni50.0Ti40.0Hf10.0 %,10
P. Olier; J. C. Brachet; J. L. Bechade; C. Foucher and G. Guenin,Journal de Physique IV,Investigation of Transformation Temperatures Microstructure and Shape Memory Properties of NiTi; NiTiZr and NiTiHf Alloys,1995,50,38,142,Ni50.0Ti38.0Hf12.0 %,12
P. Olier; J. C. Brachet; J. L. Bechade; C. Foucher and G. Guenin,Journal de Physique IV,Investigation of Transformation Temperatures Microstructure and Shape Memory Properties of NiTi; NiTiZr and NiTiHf Alloys,1995,50,38,133,Ni50.0Ti38.0Hf12.0 %,12
P. Olier; J. C. Brachet; J. L. Bechade; C. Foucher and G. Guenin,Journal de Physique IV,Investigation of Transformation Temperatures Microstructure and Shape Memory Properties of NiTi; NiTiZr and NiTiHf Alloys,1995,50,35,188,Ni50.0Ti35.0Hf15.0 %,15
F. Dalle; A. Pasko; P. Vermaut; V. Kolomytsev; P. Ochin and R. Portier,Scripta Materialia,Melt Spun ribbons of Ti-Hf-Ni-Re shape memory alloys: first investigations,2000,50,32,164,Ni50.0Ti32.0Hf18.0 %,18
F. Dalle; A. Pasko; P. Vermaut; V. Kolomytsev; P. Ochin and R. Portier,Scripta Materialia,Melt Spun ribbons of Ti-Hf-Ni-Re shape memory alloys: first investigations,2000,50,32,230,Ni50.0Ti32.0Hf18.0 %,18
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,50,40,120,Ni50.0Ti40.0Hf10.0 %,10
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,50,40,127,Ni50.0Ti40.0Hf10.0 %,10
S. Besseghini; E. Villa and A. Tuissi,Materials Science and Engineering: A,Ni-Ti-Hf shape memory alloy: effect of aging and thermal cycling,1999,50,40,125,Ni50.0Ti40.0Hf10.0 %,10
D. Canadinc; W. Trehern; H. Ozcan; C. Hayrettin; O. Karakoc; I. Karaman; F. Sun and Z. Chaudhry,Scripta Materialia,On the deformation response and cyclic stability of Ni50Ti35Hf15 high temperature shape memory alloy wires,2017,50,35,196,Ni50.0Ti35.0Hf15.0 %,15
D. Canadinc; W. Trehern; H. Ozcan; C. Hayrettin; O. Karakoc; I. Karaman; F. Sun and Z. Chaudhry,Scripta Materialia,On the deformation response and cyclic stability of Ni50Ti35Hf15 high temperature shape memory alloy wires,2017,50,35,149,Ni50.0Ti35.0Hf15.0 %,15
D. Canadinc; W. Trehern; H. Ozcan; C. Hayrettin; O. Karakoc; I. Karaman; F. Sun and Z. Chaudhry,Scripta Materialia,On the deformation response and cyclic stability of Ni50Ti35Hf15 high temperature shape memory alloy wires,2017,50,35,183,Ni50.0Ti35.0Hf15.0 %,15
D. Canadinc; W. Trehern; H. Ozcan; C. Hayrettin; O. Karakoc; I. Karaman; F. Sun and Z. Chaudhry,Scripta Materialia,On the deformation response and cyclic stability of Ni50Ti35Hf15 high temperature shape memory alloy wires,2017,50,35,187,Ni50.0Ti35.0Hf15.0 %,15
D. Canadinc; W. Trehern; H. Ozcan; C. Hayrettin; O. Karakoc; I. Karaman; F. Sun and Z. Chaudhry,Scripta Materialia,On the deformation response and cyclic stability of Ni50Ti35Hf15 high temperature shape memory alloy wires,2017,50,35,189,Ni50.0Ti35.0Hf15.0 %,15
D. Canadinc; W. Trehern; H. Ozcan; C. Hayrettin; O. Karakoc; I. Karaman; F. Sun and Z. Chaudhry,Scripta Materialia,On the deformation response and cyclic stability of Ni50Ti35Hf15 high temperature shape memory alloy wires,2017,50,35,200,Ni50.0Ti35.0Hf15.0 %,15
D. Canadinc; W. Trehern; H. Ozcan; C. Hayrettin; O. Karakoc; I. Karaman; F. Sun and Z. Chaudhry,Scripta Materialia,On the deformation response and cyclic stability of Ni50Ti35Hf15 high temperature shape memory alloy wires,2017,50,35,197,Ni50.0Ti35.0Hf15.0 %,15
B. Wang; R. Bhagat; X. Lan and R. Dashwood,Journal of The Electrochemical Society,Production of Ni-35Ti-15Hf alloy via the FFC Cambridge process,2011,50,35,120,Ni50.0Ti35.0Hf15.0 %,15
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,44,36,Ni50.0Ti44.0Hf6.0 %,6
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,44,38,Ni50.0Ti44.0Hf6.0 %,6
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,44,45,Ni50.0Ti44.0Hf6.0 %,6
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,44,46,Ni50.0Ti44.0Hf6.0 %,6
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,44,53,Ni50.0Ti44.0Hf6.0 %,6
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,44,58,Ni50.0Ti44.0Hf6.0 %,6
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,44,74,Ni50.0Ti44.0Hf6.0 %,6
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,42,72,Ni50.0Ti42.0Hf8.0 %,8
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,115,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,107,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,118,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,120,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,115,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,134,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,121,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,130,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,129,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,140,Ni50.0Ti40.0Hf10.0 %,10
C. C. Wojcik,Journal of Materials Engineering and Performance,Properties and Heat Treatment of High Transition Temperature Ni-Ti-Hf Alloys,2009,50,40,141,Ni50.0Ti40.0Hf10.0 %,10
A. Johnson; V. Martynov and R. Minners,Journal de Physique IV,Sputter deposition of high transition temperature Ti-Ni-Hf alloy thin films,1995,50,40,105,Ni50.0Ti40.0Hf10.0 %,10
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,157,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,226,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,171,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,172,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,169,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,169,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,167,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,167,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,165,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,165,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,163,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,164,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,167,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,168,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,166,Ni50.0Ti32.0Hf18.0 %,18
E. Cesari; P. Ochin; R. Portier; V. Kolomystev; Y. Koval; A. Pasko and V. Soolshenko,Materials Science and Engineering: A,Structure and properties of Ti–Ni–Zr and Ti–Ni–Hf Melt Spun ribbons ,1999,50,32,163,Ni50.0Ti32.0Hf18.0 %,18
V. G. Pushin; N. N. Kuranova; A. V. Pushin; A. N. Uksusnikov and N. I. Kourov,Technical Physics,Structure and thermoelastic martensitic transformations in ternary Ni–Ti–Hf alloys with a high-temperature shape memory effect,2016,50,38,132,Ni50.0Ti38.0Hf12.0 %,12
V. G. Pushin; N. N. Kuranova; A. V. Pushin; A. N. Uksusnikov and N. I. Kourov,Technical Physics,Structure and thermoelastic martensitic transformations in ternary Ni–Ti–Hf alloys with a high-temperature shape memory effect,2016,50,35,177,Ni50.0Ti35.0Hf15.0 %,15
V. G. Pushin; N. N. Kuranova; A. V. Pushin; A. N. Uksusnikov and N. I. Kourov,Technical Physics,Structure and thermoelastic martensitic transformations in ternary Ni–Ti–Hf alloys with a high-temperature shape memory effect,2016,50,32,227,Ni50.0Ti32.0Hf18.0 %,18
V. G. Pushin; N. N. Kuranova; A. V. Pushin; A. N. Uksusnikov and N. I. Kourov,Technical Physics,Structure and thermoelastic martensitic transformations in ternary Ni–Ti–Hf alloys with a high-temperature shape memory effect,2016,50,30,247,Ni50.0Ti30.0Hf20.0 %,20
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,105,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,89,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,178,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,133,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,135,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,94,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,93,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,89,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,93,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,101,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,107,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,114,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,122,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,130,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,108,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,109,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,108,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,117,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,126,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,133,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,141,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,151,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,159,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,161,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,161,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,167,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,161,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,173,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,181,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,188,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,196,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,203,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,143,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,145,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,140,Ni50.0Ti29.7Hf20.3 %,20.3
B. C. Hornbuckle; T. T. Sasaki; G. S. Bigelow; R. D. Noebe; M. L. Weaver and G. B. Thompson,Materials Science and Engineering: A,Structure–property relationships in a precipitation strengthened Ni–29.7Ti–20Hf (at%) shape memory alloy,2015,50,29.7,151,Ni50.0Ti29.7Hf20.3 %,20.3
