Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Heat Treat 1 Temperature (°C),composition,Hf (at.%)
B. Amin-Ahmadi; T. Gallmeyer; J. G. Pauza; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Effect of a pre-aging treatment on the mechanical behaviors of Ni 50.3 Ti 49.7− x Hf x (x≤ 9at.%) Shape memory alloys,2018.0,50.3,41.7,1050.0,Ni50.3Ti41.7Hf8.0 %,8.0
B. Amin-Ahmadi; T. Gallmeyer; J. G. Pauza; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Effect of a pre-aging treatment on the mechanical behaviors of Ni 50.3 Ti 49.7− x Hf x (x≤ 9at.%) Shape memory alloys,2018.0,50.3,41.2,1050.0,Ni50.3Ti41.2Hf8.5 %,8.5
B. Amin-Ahmadi; T. Gallmeyer; J. G. Pauza; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Effect of a pre-aging treatment on the mechanical behaviors of Ni 50.3 Ti 49.7− x Hf x (x≤ 9at.%) Shape memory alloys,2018.0,50.3,41.2,1050.0,Ni50.3Ti41.2Hf8.5 %,8.5
B. Amin-Ahmadi; T. Gallmeyer; J. G. Pauza; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Effect of a pre-aging treatment on the mechanical behaviors of Ni 50.3 Ti 49.7− x Hf x (x≤ 9at.%) Shape memory alloys,2018.0,50.3,41.2,1050.0,Ni50.3Ti41.2Hf8.5 %,8.5
B. Amin-Ahmadi; T. Gallmeyer; J. G. Pauza; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Effect of a pre-aging treatment on the mechanical behaviors of Ni 50.3 Ti 49.7− x Hf x (x≤ 9at.%) Shape memory alloys,2018.0,50.3,41.2,1050.0,Ni50.3Ti41.2Hf8.5 %,8.5
B. Amin-Ahmadi; T. Gallmeyer; J. G. Pauza; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Effect of a pre-aging treatment on the mechanical behaviors of Ni 50.3 Ti 49.7− x Hf x (x≤ 9at.%) Shape memory alloys,2018.0,50.3,40.7,1050.0,Ni50.3Ti40.7Hf9.0 %,9.0
B. Amin-Ahmadi; T. Gallmeyer; J. G. Pauza; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Effect of a pre-aging treatment on the mechanical behaviors of Ni 50.3 Ti 49.7− x Hf x (x≤ 9at.%) Shape memory alloys,2018.0,50.3,40.7,1050.0,Ni50.3Ti40.7Hf9.0 %,9.0
B. Amin-Ahmadi; T. Gallmeyer; J. G. Pauza; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Effect of a pre-aging treatment on the mechanical behaviors of Ni 50.3 Ti 49.7− x Hf x (x≤ 9at.%) Shape memory alloys,2018.0,50.3,40.7,1050.0,Ni50.3Ti40.7Hf9.0 %,9.0
B. Amin-Ahmadi; T. Gallmeyer; J. G. Pauza; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Effect of a pre-aging treatment on the mechanical behaviors of Ni 50.3 Ti 49.7− x Hf x (x≤ 9at.%) Shape memory alloys,2018.0,50.3,40.7,1050.0,Ni50.3Ti40.7Hf9.0 %,9.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. H. Saygili; H. O. Tugrul and B. Kockar,Shape Memory and Superelasticity,Effect of Aging Heat Treatment on the High Cycle Fatigue Life of Ni50.3Ti29.7Hf20 High-Temperature Shape Memory Alloy,2019.0,50.3,29.7,550.0,Ni50.3Ti29.7Hf20.0 %,20.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,1050.0,Ni50.3Ti34.7Hf15.0 %,15.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,900.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,900.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,900.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,900.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,900.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,900.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,1050.0,Ni50.3Ti29.7Hf20.0 %,20.0
