Authors,Source,Title,Year,Ni (at.%),Ti (at.%),Heating Rate (°C/min),composition,Hf (at.%)
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
G. S. Ded,Mechanical Engineering,Characterization of Ni-rich NiTiHf based high temperature shape memory alloys,2010.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
B. Amin-Ahmadi; J. G. Pauza; A. Shamimi; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Coherency strains of H-phase precipitates and their influence on functional properties of nickel-titanium-hafnium shape memory alloys,2018.0,50.3,41.7,10.0,Ni50.3Ti41.7Hf8.0 %,8.0
B. Amin-Ahmadi; J. G. Pauza; A. Shamimi; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Coherency strains of H-phase precipitates and their influence on functional properties of nickel-titanium-hafnium shape memory alloys,2018.0,50.3,41.7,10.0,Ni50.3Ti41.7Hf8.0 %,8.0
B. Amin-Ahmadi; J. G. Pauza; A. Shamimi; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Coherency strains of H-phase precipitates and their influence on functional properties of nickel-titanium-hafnium shape memory alloys,2018.0,50.3,41.7,10.0,Ni50.3Ti41.7Hf8.0 %,8.0
B. Amin-Ahmadi; J. G. Pauza; A. Shamimi; T. W. Duerig; R. D. Noebe and A. P. Stebner,Scripta Materialia,Coherency strains of H-phase precipitates and their influence on functional properties of nickel-titanium-hafnium shape memory alloys,2018.0,50.3,41.7,10.0,Ni50.3Ti41.7Hf8.0 %,8.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
M. Prasher; D. Sen; J. Bahadur; R. Tewari and M. Krishnan,Journal of Alloys and Compounds,Correlative SANS and TEM investigation on precipitation kinetics of H-phase in Ni50.3Ti29.7Hf20 high temperature shape memory alloy,2019.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
B. Amin-Ahmadi; R. D. Noebe and A. P. Stebner,Scripta Materialia,Crack propagation mechanisms of an aged nickel-titanium-hafnium shape memory alloy,2019.0,50.3,41.2,10.0,Ni50.3Ti41.2Hf8.5 %,8.5
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
A. Evirgen; F. Basner; I. Karaman; R. D. Noebe; J. Pons and R. Santamarta,Functional Materials Letters,Effect of aging on the martensitic transformation characteristics of a Ni-rich NiTiHf high temperature shape memory alloy,2012.0,50.3,34.7,10.0,Ni50.3Ti34.7Hf15.0 %,15.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,5.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,5.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,5.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,5.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,5.0,Ni50.3Ti29.7Hf20.0 %,20.0
R. Santamarta; A. Evirgen; A. M. Perez-Sierra; J. Pons; E. Cesari; I. Karaman and R. D. Noebe,Shape Memory and Superelasticity,Effect of Thermal Treatments on Ni–Mn–Ga and Ni-Rich Ni–Ti–Hf/Zr High-Temperature Shape Memory Alloys,2015.0,50.3,29.7,5.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
H. E. Karaca; S. M. Saghaian; G. Ded; H. Tobe; B. Basaran; H. J. Maier; R. D. Noebe and Y. I. Chumlyakov,Acta Materialia,Effects of nanoprecipitation on the shape memory and material properties of an Ni-rich NiTiHf high temperature shape memory alloy,2013.0,50.3,29.7,10.0,Ni50.3Ti29.7Hf20.0 %,20.0
